device_id,timestamp,temperature_c,humidity,battery_v,status,firmware_v
SH-007,2026-09-25T11:00:00,17.47,52.0,3.77,offline,v2.4.0
SH-005,2026-09-25T17:15:00,24.79,49.9,3.62,offline,v2.4.0
SH-006,2026-09-25T16:35:00,21.36,40.9,3.57,idle,v2.3.1
SH-002,2026-09-25T22:40:00,21.53,22.8,3.56,idle,v2.3.1
SH-004,2026-09-25T18:46:00,21.44,35.0,3.42,online,v2.3.1
SH-004,2026-09-25T01:42:00,21.54,44.2,3.69,offline,v2.4.0
SH-008,,19.2,49.0,3.53,offline,v2.3.1
SH-004,2026-09-25T17:04:00,25.4,37.3,3.83,online,v2.4.0
SH-007,2026-09-25T23:04:00,25.17,48.7,3.47,idle,v2.4.0
SH-009,2026-09-25T18:14:00,22.36,41.4,3.6,idle,v2.3.1
SH-002,2026-09-25T13:13:00,14.16,48.4,3.48,offline,v2.3.1
SH-001,2026-09-25T01:02:00,22.07,34.6,3.6,offline,v2.3.1
SH-008,2026-09-25T05:15:00,22.08,43.0,3.45,offline,v2.4.0
SH-004,2026-09-25T18:16:00,23.82,43.2,3.45,online,v2.3.1
SH-004,2026-09-25T13:00:00,23.41,48.3,3.58,idle,v2.4.0
SH-010,2026-09-25T16:29:00,25.61,39.1,3.69,online,v2.3.1
SH-005,2026-09-25T05:52:00,21.36,46.4,3.84,idle,v2.4.0
SH-007,2026-09-25T19:01:00,14.89,35.4,3.82,idle,v2.3.1
SH-002,2026-09-25T01:59:00,27.41,41.5,3.42,idle,v2.4.0
SH-003,2026-09-25T23:20:00,27.85,25.6,3.55,online,v2.3.1
SH-005,2026-09-25T18:09:00,23.7,39.4,3.9,online,v2.4.0
SH-001,2026-09-25T16:25:00,17.19,36.1,3.52,online,v2.4.0
SH-003,2026-09-25T06:20:00,24.51,48.6,3.56,online,v2.3.1
SH-010,2026-09-25T19:09:00,21.84,39.0,3.52,offline,v2.3.1
SH-008,2026-09-25T07:31:00,18.32,47.6,3.68,idle,v2.3.1
SH-006,2026-09-25T20:19:00,24.16,47.2,3.75,idle,v2.3.1
SH-006,2026-09-25T23:43:00,29.92,42.0,3.62,online,v2.3.1
SH-004,2026-09-25T20:35:00,22.45,46.6,3.5,offline,v2.4.0
SH-009,2026-09-25T09:36:00,21.95,62.1,3.73,online,v2.3.1
SH-005,2026-09-25T21:42:00,18.74,41.6,3.63,idle,v2.4.0
SH-002,2026-09-25T10:35:00,20.76,35.2,3.41,online,v2.4.0
SH-001,2026-09-25T19:43:00,27.6,40.1,3.47,offline,v2.4.0
SH-006,2026-09-25T22:05:00,21.14,47.1,3.79,online,v2.4.0
SH-002,2026-09-25T09:12:00,20.36,48.8,3.82,offline,v2.3.1
SH-005,2026-09-25T18:57:00,20.46,43.8,3.6,idle,v2.3.1
SH-009,2026-09-25T23:35:00,22.99,44.3,3.72,online,v2.4.0
SH-005,2026-09-25T20:37:00,18.73,43.8,3.74,offline,v2.3.1
SH-007,2026-09-25T04:52:00,23.41,25.2,low,idle,v2.3.1
SH-008,2026-09-25T11:14:00,19.57,49.2,3.56,online,v2.4.0
SH-005,2026-09-25T10:40:00,23.97,46.1,3.67,offline,v2.3.1
SH-005,2026-09-25T05:06:00,27.16,48.4,3.71,idle,v2.4.0
SH-001,2026-09-25T05:16:00,20.44,52.7,3.46,offline,v2.4.0
SH-007,2026-09-25T01:34:00,23.03,50.5,3.56,idle,v2.4.0
SH-001,,24.6,53.6,3.71,online,v2.3.1
SH-003,2026-09-25T01:54:00,24.09,45.1,3.83,idle,v2.4.0
SH-003,2026-09-25T03:01:00,23.61,40.8,3.56,offline,v2.3.1
SH-002,2026-09-25T03:17:00,25.95,49.6,3.49,offline,v2.3.1
SH-008,,14.7,32.7,3.53,idle,v2.4.0
SH-008,2026-09-25T06:27:00,21.56,54.6,3.54,online,v2.4.0
SH-002,2026-09-25T10:54:00,19.18,42.3,3.58,idle,v2.4.0
SH-006,2026-09-25T18:39:00,23.22,48.1,3.4,online,v2.4.0
SH-003,2026-09-25T08:38:00,26.14,39.6,3.72,online,v2.3.1
SH-003,2026-09-25T05:30:00,22.82,45.2,3.28,offline,v2.4.0
SH-002,2026-09-25T01:51:00,20.38,51.6,3.35,online,v2.3.1
SH-005,2026-09-25T10:07:00,23.88,37.0,3.51,idle,v2.4.0
SH-010,2026-09-25T19:36:00,29.17,34.4,3.69,online,v2.3.1
SH-007,2026-09-25T10:59:00,21.39,43.6,3.48,online,v2.3.1
SH-001,2026-09-25T06:25:00,21.58,37.2,3.65,offline,v2.4.0
SH-003,2026-09-25T07:25:00,23.44,56.2,3.61,online,v2.3.1
SH-004,2026-09-25T00:24:00,21.73,43.0,3.34,idle,v2.4.0
SH-002,2026-09-25T04:14:00,24.98,44.1,3.79,offline,v2.4.0
SH-002,2026-09-25T02:28:00,18.58,44.5,3.58,online,v2.3.1
SH-010,2026-09-25T06:25:00,20.41,37.6,3.61,online,v2.4.0
SH-007,2026-09-25T22:37:00,14.82,37.4,3.39,offline,v2.3.1
SH-002,2026-09-25T20:27:00,22.29,61.9,3.58,online,v2.3.1
SH-006,2026-09-25T18:08:00,22.73,59.4,3.73,online,v2.4.0
SH-004,2026-09-25T23:51:00,19.85,41.4,3.56,offline,v2.3.1
SH-004,2026-09-25T07:24:00,19.44,45.0,3.47,idle,v2.3.1
SH-004,2026-09-25T08:53:00,22.86,49.8,3.59,online,v2.3.1
SH-010,2026-09-25T00:54:00,30.18,41.3,3.6,offline,v2.3.1
SH-009,2026-09-25T11:04:00,18.16,36.7,3.73,idle,v2.4.0
SH-006,2026-09-25T12:22:00,23.42,45.2,3.77,offline,v2.4.0
SH-003,2026-09-25T08:02:00,21.41,48.6,3.78,online,v2.3.1
SH-009,2026-09-25T16:01:00,14.44,55.0,3.61,idle,v2.3.1
SH-003,2026-09-25T08:46:00,24.72,57.1,3.87,idle,v2.3.1
SH-001,2026-09-25T10:44:00,22.41,47.2,3.3,offline,v2.3.1
SH-002,2026-09-25T16:29:00,19.8,50.2,3.7,idle,v2.3.1
SH-006,2026-09-25T16:38:00,21.68,45.7,3.55,idle,v2.3.1
SH-008,2026-09-25T17:38:00,20.14,57.0,3.34,offline,v2.3.1
SH-003,2026-09-25T16:34:00,26.15,37.0,3.46,idle,v2.3.1
SH-006,2026-09-25T07:36:00,19.47,54.6,3.64,online,v2.3.1
SH-003,2026-09-25T05:27:00,17.1,35.2,3.64,online,v2.4.0
SH-001,2026-09-25T03:28:00,twenty-two,47.9,3.54,online,v2.4.0
SH-007,2026-09-25T07:47:00,twenty-two,52.7,3.64,offline,v2.4.0
SH-005,2026-09-25T16:58:00,27.29,45.0,3.52,idle,v2.4.0
SH-004,2026-09-25T20:14:00,21.39,42.8,3.7,online,v2.3.1
SH-010,2026-09-25T10:32:00,25.99,51.5,3.65,offline,v2.4.0
SH-010,2026-09-25T01:50:00,21.63,44.9,3.44,idle,v2.4.0
SH-010,2026-09-25T21:59:00,17.65,38.1,3.63,idle,v2.4.0
SH-003,2026-09-25T19:47:00,29.07,37.5,3.73,offline,v2.4.0
SH-006,2026-09-25T09:49:00,20.06,39.2,3.49,idle,v2.4.0
SH-004,2026-09-25T14:48:00,85.0,48.6,3.39,idle,v2.3.1
SH-003,2026-09-25T00:39:00,25.93,36.1,3.53,online,v2.3.1
SH-006,2026-09-25T09:51:00,25.81,49.7,3.7,online,v2.3.1
SH-006,2026-09-25T17:25:00,23.81,38.0,3.53,online,v2.4.0
SH-009,2026-09-25T17:50:00,23.58,47.1,3.7,online,v2.3.1
SH-006,2026-09-25T23:39:00,27.98,40.0,3.37,offline,v2.4.0
SH-006,2026-09-25T12:02:00,27.13,39.4,3.46,idle,v2.4.0
SH-010,2026-09-25T11:11:00,24.97,45.3,3.67,offline,v2.4.0
SH-002,2026-09-25T12:55:00,22.7,40.5,3.64,offline,v2.3.1
SH-001,2026-09-25T22:51:00,15.49,48.5,3.56,offline,v2.3.1
SH-002,2026-09-25T02:56:00,23.26,39.9,3.5,offline,v2.3.1
SH-004,2026-09-25T03:54:00,20.73,29.8,3.73,online,v2.4.0
SH-003,2026-09-25T19:14:00,27.62,29.0,3.56,online,v2.4.0
SH-005,2026-09-25T05:06:00,21.76,33.3,3.84,idle,v2.4.0
SH-007,2026-09-25T15:09:00,21.47,51.5,3.6,online,v2.4.0
SH-008,2026-09-25T08:11:00,21.24,45.7,3.6,offline,v2.4.0
SH-007,2026-09-25T18:06:00,23.96,36.2,3.52,offline,v2.3.1
SH-008,2026-09-25T09:44:00,21.19,41.4,3.77,idle,v2.4.0
SH-006,2026-09-25T03:55:00,24.22,52.7,3.4,offline,v2.4.0
SH-008,2026-09-25T21:35:00,26.38,34.6,3.72,idle,v2.3.1
SH-009,2026-09-25T00:13:00,22.7,48.8,3.55,offline,v2.3.1
SH-006,2026-09-25T23:20:00,24.58,50.9,3.42,idle,v2.4.0
SH-008,2026-09-25T01:04:00,24.34,33.2,3.63,online,v2.3.1
SH-006,2026-09-25T12:14:00,24.39,42.8,3.47,offline,v2.4.0
SH-004,2026-09-25T21:54:00,17.67,31.8,3.8,offline,v2.3.1
SH-003,2026-09-25T16:43:00,19.96,51.4,3.51,online,v2.4.0
SH-009,2026-09-25T05:18:00,23.45,40.6,3.43,offline,v2.4.0
SH-009,2026-09-25T15:03:00,23.64,34.3,3.41,online,v2.4.0
SH-002,2026-09-25T05:01:00,22.65,45.4,3.83,online,v2.4.0
SH-005,2026-09-25T20:39:00,14.88,43.8,3.63,idle,v2.4.0
SH-007,2026-09-25T01:37:00,19.25,47.5,3.53,online,v2.4.0
SH-004,2026-09-25T02:35:00,16.21,33.5,3.7,idle,v2.4.0
SH-006,2026-09-25T17:00:00,27.25,59.7,3.59,idle,v2.3.1
SH-008,2026-09-25T13:28:00,17.43,47.7,3.59,online,v2.3.1
SH-003,2026-09-25T17:51:00,22.5,37.7,3.75,offline,v2.3.1
SH-008,2026-09-25T19:23:00,24.58,56.6,3.71,idle,v2.3.1
SH-005,2026-09-25T01:58:00,19.43,45.6,3.36,online,v2.3.1
SH-004,2026-09-25T18:34:00,18.22,38.4,3.61,online,v2.4.0
SH-001,2026-09-25T09:00:00,21.62,42.0,3.73,idle,v2.4.0
SH-001,2026-09-25T18:25:00,15.45,48.5,3.65,online,v2.3.1
SH-002,2026-09-25T04:57:00,21.7,49.0,3.62,online,v2.3.1
SH-001,2026-09-25T23:32:00,20.04,49.3,3.29,idle,v2.4.0
SH-006,2026-09-25T11:33:00,23.19,47.4,3.76,online,v2.4.0
SH-009,2026-09-25T00:40:00,15.94,51.3,3.5,idle,v2.3.1
SH-001,2026-09-25T17:13:00,23.95,44.1,3.6,online,v2.3.1
SH-002,2026-09-25T02:32:00,24.98,42.6,3.73,offline,v2.4.0
SH-009,2026-09-25T14:23:00,19.4,44.2,3.76,offline,v2.4.0
SH-007,2026-09-25T03:40:00,23.14,53.8,3.48,idle,v2.4.0
SH-008,2026-09-25T05:14:00,21.85,46.9,3.67,idle,v2.4.0
SH-006,2026-09-25T13:56:00,26.78,31.5,3.54,online,v2.3.1
SH-010,2026-09-25T13:53:00,24.3,36.0,3.59,offline,v2.4.0
SH-003,2026-09-25T10:20:00,21.79,36.9,3.61,idle,v2.4.0
SH-009,2026-09-25T06:48:00,16.85,45.6,3.77,idle,v2.4.0
SH-005,2026-09-25T01:32:00,17.97,57.7,3.53,online,v2.3.1
SH-001,2026-09-25T08:07:00,20.61,32.2,3.85,idle,v2.4.0
SH-005,2026-09-25T06:42:00,19.49,31.6,3.66,idle,v2.4.0
SH-005,2026-09-25T23:46:00,20.01,32.1,3.25,online,v2.4.0
SH-006,2026-09-25T09:22:00,25.42,44.0,3.6,online,v2.3.1
SH-002,2026-09-25T12:57:00,22.57,39.8,3.35,idle,v2.4.0
SH-009,2026-09-25T12:08:00,25.06,51.1,3.65,online,v2.4.0
SH-004,2026-09-25T22:15:00,22.07,30.1,3.6,idle,v2.3.1
SH-010,2026-09-25T18:08:00,21.63,47.7,3.61,offline,v2.3.1
SH-010,2026-09-25T13:14:00,19.96,39.8,3.94,online,v2.3.1
SH-001,2026-09-25T11:44:00,18.43,53.4,3.54,offline,v2.4.0
SH-008,2026-09-25T21:33:00,22.46,45.2,3.67,online,v2.3.1
SH-005,2026-09-25T19:49:00,26.23,39.1,4.07,online,v2.3.1
SH-006,2026-09-25T16:35:00,21.81,34.2,3.77,online,v2.4.0
SH-003,2026-09-25T12:58:00,24.25,54.1,3.65,online,v2.3.1
SH-005,2026-09-25T02:34:00,19.05,40.8,3.68,offline,v2.3.1
SH-008,2026-09-25T08:34:00,21.03,34.7,3.58,idle,v2.3.1
SH-006,2026-09-25T16:52:00,21.94,37.6,3.73,idle,v2.4.0
SH-004,2026-09-25T19:20:00,22.69,45.6,3.43,offline,v2.3.1
SH-008,2026-09-25T16:14:00,21.88,46.4,3.63,idle,v2.3.1
SH-005,2026-09-25T04:28:00,21.94,39.8,3.5,idle,v2.3.1
SH-008,2026-09-25T05:07:00,21.33,43.0,3.68,online,v2.4.0
SH-008,2026-09-25T21:20:00,23.52,41.3,3.81,idle,v2.3.1
SH-009,2026-09-25T08:27:00,23.22,53.8,3.41,idle,v2.3.1
SH-007,2026-09-25T16:09:00,20.83,39.2,3.61,online,v2.4.0
SH-008,2026-09-25T04:40:00,19.52,37.7,3.67,offline,v2.3.1
SH-008,2026-09-25T22:52:00,19.72,35.9,3.51,idle,v2.3.1
SH-009,2026-09-25T06:39:00,27.11,42.4,3.63,online,v2.4.0
SH-005,2026-09-25T05:02:00,22.99,51.1,3.72,idle,v2.3.1
SH-003,2026-09-25T06:28:00,24.77,44.7,3.64,offline,v2.4.0
SH-006,2026-09-25T05:35:00,24.47,44.3,3.53,idle,v2.4.0
SH-005,2026-09-25T02:17:00,22.29,53.1,3.76,offline,v2.3.1
SH-003,2026-09-25T10:57:00,23.03,50.9,3.85,offline,v2.3.1
SH-003,2026-09-25T13:42:00,23.26,46.4,3.63,idle,v2.4.0
SH-008,2026-09-25T03:34:00,17.49,60.3,3.77,idle,v2.3.1
SH-006,2026-09-25T11:07:00,23.29,32.6,3.66,idle,v2.4.0
SH-009,2026-09-25T00:57:00,19.98,54.8,3.42,offline,v2.3.1
SH-006,2026-09-25T13:13:00,19.8,50.4,3.73,offline,v2.4.0
SH-004,2026-09-25T08:26:00,22.87,34.7,3.78,online,v2.4.0
SH-009,2026-09-25T16:14:00,30.36,54.3,3.8,online,v2.3.1
SH-005,2026-09-25T18:01:00,16.94,54.3,3.59,idle,v2.3.1
SH-001,2026-09-25T03:49:00,15.89,43.5,4.01,offline,v2.4.0
SH-002,2026-09-25T21:20:00,22.31,38.4,3.7,online,v2.4.0
SH-006,2026-09-25T18:57:00,16.01,40.4,3.61,offline,v2.4.0
SH-002,2026-09-25T05:35:00,21.57,55.6,3.42,online,v2.3.1
SH-009,2026-09-25T10:34:00,15.74,48.8,3.48,idle,v2.4.0
SH-002,2026-09-25T22:39:00,23.35,36.4,3.51,online,v2.3.1
SH-005,2026-09-25T21:09:00,21.82,56.5,3.41,offline,v2.4.0
SH-007,2026-09-25T01:54:00,19.22,52.5,3.87,offline,v2.3.1
SH-001,2026-09-25T21:26:00,25.65,35.4,3.72,offline,v2.4.0
SH-008,2026-09-25T01:52:00,22.57,47.2,3.29,idle,v2.3.1
SH-001,2026-09-25T07:58:00,23.89,45.0,3.61,online,v2.4.0
SH-002,2026-09-25T16:55:00,18.48,45.8,3.65,online,v2.4.0
SH-001,2026-09-25T19:46:00,23.12,50.4,3.61,offline,v2.3.1
SH-010,2026-09-25T01:37:00,18.58,48.5,4.02,online,v2.3.1
SH-005,2026-09-25T23:00:00,29.13,52.3,3.5,idle,v2.3.1
SH-004,2026-09-25T23:17:00,24.78,43.7,3.86,idle,v2.4.0
SH-003,2026-09-25T09:10:00,22.55,42.4,3.59,idle,v2.4.0
SH-009,2026-09-25T06:34:00,25.28,44.0,3.94,online,v2.4.0
SH-007,2026-09-25T02:32:00,22.48,22.2,3.15,offline,v2.4.0
SH-010,2026-09-25T03:05:00,21.46,43.0,3.64,offline,v2.3.1
SH-010,2026-09-25T01:25:00,22.46,55.1,3.91,offline,v2.4.0
SH-009,2026-09-25T18:26:00,16.61,39.6,3.69,offline,v2.4.0
SH-008,2026-09-25T10:13:00,20.67,34.3,3.43,offline,v2.3.1
SH-004,2026-09-25T10:08:00,22.68,48.8,3.34,offline,v2.3.1
SH-004,2026-09-25T06:18:00,19.8,64.4,3.48,online,v2.4.0
SH-001,2026-09-25T21:36:00,28.28,41.3,3.42,idle,v2.4.0
SH-008,2026-09-25T12:33:00,20.92,48.6,3.4,online,v2.3.1
SH-006,2026-09-25T11:49:00,22.76,41.2,3.86,online,v2.3.1
SH-009,2026-09-25T09:14:00,27.96,34.9,3.6,idle,v2.4.0
SH-005,2026-09-25T00:11:00,,41.4,3.46,online,v2.3.1
SH-001,2026-09-25T03:54:00,28.44,41.5,3.43,offline,v2.4.0
SH-001,2026-09-25T03:55:00,22.48,42.2,3.39,idle,v2.3.1
SH-009,2026-09-25T10:10:00,17.46,35.8,3.68,idle,v2.4.0
SH-009,2026-09-25T02:23:00,14.55,34.4,3.64,offline,v2.3.1
SH-004,2026-09-25T21:39:00,18.25,33.3,3.48,idle,v2.3.1
SH-002,2026-09-25T04:21:00,22.65,44.3,3.86,online,v2.4.0
SH-001,2026-09-25T13:56:00,24.81,44.9,3.46,online,v2.3.1
SH-007,2026-09-25T06:29:00,25.0,52.6,3.5,idle,v2.3.1
SH-009,2026-09-25T02:06:00,18.0,51.9,3.63,idle,v2.3.1
SH-003,2026-09-25T01:48:00,19.96,38.0,3.44,idle,v2.3.1
SH-002,2026-09-25T11:22:00,23.35,39.9,3.66,idle,v2.3.1
SH-005,2026-09-25T21:05:00,15.33,39.1,3.39,offline,v2.3.1
SH-008,2026-09-25T17:27:00,19.27,34.0,3.47,offline,v2.4.0
SH-005,2026-09-25T16:09:00,22.65,40.4,3.84,idle,v2.3.1
SH-006,2026-09-25T15:06:00,22.49,32.8,3.62,offline,v2.4.0
SH-006,2026-09-25T10:39:00,24.77,30.6,3.66,idle,v2.4.0
SH-006,2026-09-25T16:41:00,22.27,50.7,3.52,online,v2.4.0
SH-006,2026-09-25T21:34:00,21.0,44.3,3.73,offline,v2.4.0
SH-001,2026-09-25T12:41:00,19.24,38.3,3.58,idle,v2.4.0
SH-004,2026-09-25T14:40:00,22.87,48.7,3.44,idle,v2.4.0
SH-006,2026-09-25T04:33:00,21.09,49.3,3.83,offline,v2.3.1
SH-001,2026-09-25T16:21:00,24.26,55.5,3.65,offline,v2.3.1
SH-009,2026-09-25T02:39:00,17.87,41.3,3.77,offline,v2.4.0
SH-002,2026-09-25T17:06:00,27.33,45.8,3.57,idle,v2.4.0
SH-001,2026-09-25T23:52:00,19.83,41.5,3.47,idle,v2.3.1
SH-007,2026-09-25T10:32:00,20.74,40.0,3.67,online,v2.4.0
SH-007,2026-09-25T12:28:00,24.12,52.3,3.67,online,v2.3.1
SH-007,2026-09-25T07:02:00,23.91,48.1,3.68,idle,v2.3.1
SH-006,2026-09-25T18:04:00,23.59,36.5,3.7,online,v2.3.1
SH-007,2026-09-25T21:16:00,20.14,44.9,3.49,idle,v2.3.1
SH-004,2026-09-25T03:56:00,15.48,49.5,3.89,offline,v2.4.0
SH-001,2026-09-25T08:51:00,21.43,43.2,3.7,online,v2.4.0
SH-008,2026-09-25T08:43:00,24.08,44.1,3.73,offline,v2.3.1
SH-003,2026-09-25T10:28:00,23.28,62.9,3.32,online,v2.4.0
SH-001,2026-09-25T00:26:00,24.82,38.0,3.36,idle,v2.4.0
SH-003,2026-09-25T06:37:00,20.85,39.8,3.45,idle,v2.3.1
SH-009,2026-09-25T11:51:00,19.59,56.3,3.35,online,v2.4.0
SH-009,2026-09-25T13:17:00,18.35,45.7,3.56,online,v2.3.1
SH-002,2026-09-25T18:25:00,23.7,43.6,3.66,online,v2.4.0
SH-008,2026-09-25T12:54:00,22.64,34.9,3.64,online,v2.4.0
SH-006,2026-09-25T01:02:00,21.81,47.3,3.71,online,v2.3.1
SH-008,2026-09-25T10:21:00,21.75,49.1,3.98,idle,v2.4.0
SH-008,2026-09-25T10:27:00,21.13,53.8,3.42,idle,v2.3.1
SH-010,2026-09-25T08:28:00,20.75,55.2,3.47,offline,v2.3.1
SH-007,2026-09-25T06:46:00,23.97,47.6,3.76,online,v2.3.1
SH-010,2026-09-25T13:00:00,19.65,39.8,3.51,idle,v2.3.1
SH-008,2026-09-25T11:09:00,26.55,35.4,3.4,idle,v2.4.0
SH-007,2026-09-25T09:10:00,26.54,56.8,3.47,idle,v2.3.1
SH-004,2026-09-25T23:39:00,27.16,40.4,3.64,idle,v2.4.0
SH-006,2026-09-25T18:41:00,25.71,54.3,3.61,online,v2.4.0
SH-010,2026-09-25T03:22:00,20.25,50.8,3.6,online,v2.3.1
SH-009,2026-09-25T03:40:00,24.81,43.0,3.65,online,v2.3.1
SH-005,2026-09-25T06:39:00,21.68,56.2,3.66,online,v2.3.1
SH-006,2026-09-25T17:17:00,22.35,44.6,3.42,idle,v2.3.1
SH-007,2026-09-25T04:58:00,23.39,55.2,3.5,offline,v2.3.1
SH-008,2026-09-25T05:00:00,21.33,43.2,3.71,offline,v2.3.1
SH-003,2026-09-25T23:53:00,22.0,42.7,3.66,offline,v2.3.1
SH-002,2026-09-25T22:22:00,24.22,44.3,3.41,idle,v2.4.0
SH-008,2026-09-25T16:50:00,24.85,61.6,3.58,offline,v2.4.0
SH-006,2026-09-25T09:14:00,24.37,48.3,3.63,offline,v2.4.0
SH-006,2026-09-25T15:25:00,29.61,44.9,3.4,online,v2.4.0
,2026-09-25T07:46:00,28.39,32.4,3.16,offline,v2.4.0
SH-007,2026-09-25T00:22:00,22.3,39.5,3.45,offline,v2.3.1
SH-005,2026-09-25T21:37:00,22.42,35.0,3.76,online,v2.4.0
SH-007,2026-09-25T23:45:00,23.29,28.8,3.39,idle,v2.4.0
SH-006,2026-09-25T01:08:00,23.95,38.2,3.63,online,v2.4.0
SH-001,2026-09-25T13:39:00,26.86,60.4,3.41,offline,v2.4.0
SH-007,2026-09-25T23:27:00,19.95,54.1,3.52,offline,v2.4.0
SH-001,2026-09-25T19:38:00,20.2,53.0,3.91,offline,v2.3.1
SH-007,2026-09-25T22:17:00,21.68,41.3,3.68,idle,v2.4.0
SH-001,2026-09-25T19:11:00,31.11,40.1,3.87,offline,v2.4.0
SH-010,2026-09-25T15:57:00,26.02,31.8,3.21,idle,v2.3.1
SH-003,2026-09-25T12:14:00,17.25,51.9,3.6,offline,v2.4.0
SH-003,2026-09-25T13:40:00,22.39,42.4,3.72,online,v2.4.0
SH-001,2026-09-25T00:28:00,16.51,43.2,3.66,online,v2.3.1
SH-002,2026-09-25T12:35:00,23.32,50.2,3.61,idle,v2.4.0
SH-001,2026-09-25T00:46:00,21.46,36.1,3.47,offline,v2.4.0
SH-008,2026-09-25T02:00:00,26.03,52.9,3.81,online,v2.3.1
SH-002,2026-09-25T19:58:00,26.07,32.0,3.52,online,v2.4.0
SH-003,2026-09-25T02:10:00,27.19,32.5,3.85,online,v2.4.0
SH-009,2026-09-25T13:35:00,23.16,52.8,3.62,offline,v2.3.1
SH-003,2026-09-25T16:34:00,24.09,47.5,3.78,offline,v2.4.0
SH-007,2026-09-25T00:33:00,25.67,46.5,3.44,idle,v2.3.1
SH-002,2026-09-25T22:59:00,24.1,29.3,3.62,online,v2.3.1
SH-004,2026-09-25T09:55:00,twenty-two,51.1,3.73,online,v2.3.1
SH-005,2026-09-25T12:14:00,19.38,55.7,3.47,idle,v2.3.1
,2026-09-25T22:39:00,23.69,42.0,3.43,offline,v2.3.1
SH-005,2026-09-25T00:01:00,17.21,41.2,3.51,idle,v2.3.1
SH-004,2026-09-25T02:59:00,27.14,58.9,3.52,idle,v2.3.1
SH-010,2026-09-25T19:53:00,19.34,38.5,3.87,idle,v2.3.1
SH-004,2026-09-25T07:28:00,25.76,27.9,3.27,online,v2.3.1
SH-007,2026-09-25T19:55:00,21.49,49.0,3.5,offline,v2.3.1
SH-010,2026-09-25T22:17:00,17.5,38.6,3.84,online,v2.4.0
SH-006,2026-09-25T08:04:00,22.86,50.8,3.57,idle,v2.3.1
SH-008,2026-09-25T00:04:00,21.13,39.4,3.81,online,v2.3.1
SH-006,2026-09-25T16:18:00,18.09,42.7,3.6,idle,v2.3.1
SH-008,2026-09-25T19:06:00,25.32,41.5,3.53,offline,v2.3.1
SH-003,2026-09-25T03:23:00,22.39,39.1,3.87,offline,v2.4.0
SH-006,2026-09-25T06:05:00,21.85,45.3,3.7,idle,v2.3.1
SH-009,2026-09-25T03:55:00,27.24,56.4,3.59,idle,v2.3.1
SH-002,2026-09-25T14:26:00,17.59,36.7,3.42,online,v2.4.0
SH-002,2026-09-25T17:04:00,26.7,48.0,3.56,offline,v2.3.1
SH-004,2026-09-25T00:47:00,24.21,40.2,3.49,offline,v2.3.1
SH-008,2026-09-25T12:14:00,23.26,43.8,3.44,offline,v2.3.1
SH-009,2026-09-25T17:29:00,14.39,51.6,3.76,idle,v2.3.1
SH-002,2026-09-25T14:08:00,23.58,45.0,3.43,online,v2.4.0
SH-007,2026-09-25T23:39:00,21.05,57.7,3.4,online,v2.3.1
SH-005,2026-09-25T12:34:00,26.91,32.8,3.77,idle,v2.4.0
SH-006,2026-09-25T22:20:00,21.82,30.6,3.59,idle,v2.3.1
SH-003,2026-09-25T22:34:00,17.7,42.4,3.3,offline,v2.3.1
SH-002,2026-09-25T04:17:00,20.35,46.7,3.67,idle,v2.3.1
SH-006,2026-09-25T18:55:00,20.64,53.0,3.46,idle,v2.3.1
SH-006,2026-09-25T14:56:00,23.12,39.3,3.59,online,v2.4.0
SH-002,2026-09-25T21:34:00,21.09,44.3,3.67,offline,v2.3.1
SH-003,2026-09-25T05:57:00,25.4,37.1,3.88,online,v2.3.1
SH-006,2026-09-25T06:59:00,24.3,52.3,3.7,offline,v2.3.1
SH-007,2026-09-25T09:47:00,20.3,52.2,3.42,online,v2.4.0
SH-001,2026-09-25T23:30:00,27.79,46.9,3.8,online,v2.3.1
SH-008,2026-09-25T23:58:00,22.85,44.0,3.51,idle,v2.3.1
SH-003,2026-09-25T19:39:00,19.0,44.3,3.44,offline,v2.4.0
SH-008,2026-09-25T01:12:00,20.26,36.5,3.68,offline,v2.4.0
SH-008,2026-09-25T02:23:00,26.21,32.0,3.66,offline,v2.3.1
SH-009,2026-09-25T16:16:00,25.96,51.3,3.39,offline,v2.4.0
SH-006,2026-09-25T02:05:00,24.73,48.3,3.72,offline,v2.4.0
SH-007,2026-09-25T23:16:00,19.16,47.4,3.58,offline,v2.3.1
SH-005,2026-09-25T04:35:00,,39.3,3.88,idle,v2.4.0
SH-004,2026-09-25T22:37:00,20.59,35.6,3.38,offline,v2.4.0
SH-007,2026-09-25T08:04:00,26.75,50.9,3.51,idle,v2.4.0
SH-007,2026-09-25T06:15:00,22.0,46.8,3.77,online,v2.4.0
SH-006,2026-09-25T05:15:00,24.06,42.6,3.62,online,v2.3.1
SH-003,2026-09-25T18:28:00,17.39,54.3,3.56,idle,v2.4.0
SH-003,2026-09-25T01:14:00,14.99,57.9,3.67,online,v2.3.1
SH-010,2026-09-25T14:10:00,21.79,57.6,3.2,online,v2.4.0
SH-009,2026-09-25T10:40:00,23.59,40.9,3.64,offline,v2.3.1
SH-008,2026-09-25T13:06:00,22.49,49.1,3.53,idle,v2.4.0
SH-004,2026-09-25T06:18:00,23.19,52.0,3.33,offline,v2.3.1
SH-005,2026-09-25T01:28:00,21.44,33.3,3.69,idle,v2.4.0
SH-001,2026-09-25T11:06:00,22.65,65.3,3.54,idle,v2.3.1
