device_id,timestamp,temp_c,humidity,battery_v,status
SH-007,2026-09-24T20:44:00,23.39,47.5,3.44,online
SH-010,2026-09-24T19:17:00,16.39,37.9,3.69,online
SH-003,2026-09-24T00:36:00,27.59,35.7,3.69,offline
SH-008,2026-09-24T17:10:00,23.81,41.5,3.46,online
SH-005,2026-09-24T02:01:00,21.45,43.5,3.56,idle
SH-002,2026-09-24T17:44:00,23.73,39.8,3.32,idle
SH-002,2026-09-24T19:49:00,17.77,49.7,3.53,offline
SH-006,2026-09-24T03:08:00,25.55,41.4,3.66,offline
SH-004,2026-09-24T10:24:00,21.03,52.8,3.72,offline
SH-002,2026-09-24T02:58:00,21.39,47.2,3.49,online
SH-005,2026-09-24T13:36:00,20.53,39.4,3.76,idle
SH-007,2026-09-24T22:15:00,20.26,38.1,3.37,offline
SH-004,2026-09-24T01:56:00,24.08,31.8,3.41,offline
SH-010,2026-09-24T09:32:00,22.77,47.3,3.71,online
SH-008,2026-09-24T23:21:00,23.96,42.2,3.85,offline
SH-006,2026-09-24T07:13:00,21.97,26.0,3.67,idle
SH-010,2026-09-24T03:10:00,23.54,40.7,3.59,online
SH-005,2026-09-24T11:43:00,20.74,37.8,3.27,idle
SH-002,2026-09-24T12:12:00,28.69,57.6,3.3,offline
SH-001,2026-09-24T15:54:00,17.3,31.4,3.62,online
SH-010,2026-09-24T07:31:00,25.78,33.5,3.55,online
SH-010,2026-09-24T22:56:00,26.1,53.9,3.43,offline
SH-008,2026-09-24T12:30:00,19.44,55.9,3.61,offline
SH-002,2026-09-24T06:52:00,28.69,39.0,3.62,online
SH-003,2026-09-24T23:02:00,24.99,39.9,3.74,offline
SH-001,2026-09-24T22:11:00,24.91,49.9,3.62,offline
SH-001,2026-09-24T11:58:00,22.08,26.4,3.78,offline
SH-003,2026-09-24T00:35:00,21.35,30.1,3.6,online
SH-006,2026-09-24T14:19:00,21.37,42.8,3.58,idle
SH-001,2026-09-24T13:19:00,23.17,57.4,3.76,offline
SH-010,2026-09-24T03:33:00,26.2,41.5,3.45,offline
SH-005,2026-09-24T15:12:00,22.54,45.8,4.02,idle
SH-003,2026-09-24T20:10:00,19.27,54.1,3.66,online
SH-006,2026-09-24T02:32:00,24.47,61.9,3.66,online
SH-008,2026-09-24T17:21:00,24.76,40.4,3.68,online
SH-004,2026-09-24T03:22:00,23.96,44.9,3.88,online
SH-001,2026-09-24T17:58:00,24.24,59.6,3.72,online
SH-001,2026-09-24T10:03:00,21.19,32.8,3.36,online
SH-009,2026-09-24T00:09:00,19.21,53.2,3.81,offline
SH-002,2026-09-24T23:11:00,19.4,36.9,3.55,idle
SH-007,2026-09-24T03:58:00,17.09,45.8,3.62,idle
SH-004,2026-09-24T14:18:00,22.71,43.1,3.41,offline
SH-008,2026-09-24T04:21:00,21.75,37.3,3.68,idle
SH-001,2026-09-24T22:23:00,20.68,37.1,3.5,idle
SH-009,2026-09-24T17:43:00,13.13,47.2,3.62,online
SH-007,2026-09-24T19:18:00,18.26,53.0,3.56,idle
SH-005,2026-09-24T10:22:00,25.36,44.0,3.89,online
SH-003,2026-09-24T11:13:00,20.01,45.6,3.9,idle
SH-010,2026-09-24T15:13:00,23.08,49.6,3.61,offline
SH-004,2026-09-24T18:50:00,17.83,37.2,3.61,idle
SH-005,2026-09-24T20:19:00,26.32,50.9,3.54,online
SH-004,2026-09-24T00:25:00,21.57,51.6,3.77,offline
SH-003,2026-09-24T15:55:00,22.87,65.8,3.55,offline
SH-005,2026-09-24T02:37:00,28.98,42.0,3.54,idle
SH-002,2026-09-24T06:54:00,26.55,41.3,3.75,online
SH-001,2026-09-24T19:54:00,21.08,51.2,3.52,offline
SH-003,2026-09-24T06:00:00,20.22,51.6,3.59,online
SH-002,2026-09-24T19:07:00,21.02,40.7,3.36,offline
SH-005,2026-09-24T11:06:00,23.53,41.8,3.71,online
SH-009,2026-09-24T05:35:00,21.68,49.3,3.89,idle
SH-002,2026-09-24T08:01:00,20.81,38.4,3.71,offline
SH-001,2026-09-24T12:44:00,26.4,41.7,3.82,online
SH-002,2026-09-24T18:21:00,21.66,45.7,3.47,online
SH-006,2026-09-24T14:32:00,28.9,53.0,3.64,online
SH-003,2026-09-24T22:23:00,22.27,40.2,3.46,idle
SH-005,2026-09-24T20:49:00,27.36,30.3,3.57,idle
SH-001,2026-09-24T18:04:00,23.07,29.7,3.72,online
SH-004,2026-09-24T14:28:00,24.89,34.9,3.62,idle
SH-005,2026-09-24T06:57:00,19.83,34.5,3.39,offline
SH-005,2026-09-24T09:54:00,19.44,43.8,3.4,offline
SH-006,2026-09-24T02:51:00,23.38,35.5,3.39,online
SH-008,2026-09-24T08:58:00,24.97,39.4,3.67,idle
SH-005,2026-09-24T22:14:00,22.12,38.8,3.91,online
SH-009,2026-09-24T10:13:00,18.14,41.5,3.8,idle
SH-006,2026-09-24T02:43:00,17.92,55.6,3.32,offline
SH-003,2026-09-24T15:38:00,17.72,50.3,3.81,offline
SH-003,2026-09-24T23:06:00,16.7,45.1,3.74,online
SH-004,2026-09-24T20:49:00,22.33,41.3,3.37,online
SH-006,2026-09-24T06:34:00,25.38,41.5,3.55,offline
SH-003,2026-09-24T10:53:00,21.96,47.6,3.76,offline
SH-010,2026-09-24T12:44:00,15.22,49.7,3.68,online
SH-005,2026-09-24T05:56:00,21.43,37.7,3.4,online
SH-009,2026-09-24T06:26:00,21.51,45.3,3.69,idle
SH-007,2026-09-24T05:40:00,28.29,28.7,3.28,idle
SH-004,2026-09-24T23:52:00,17.63,46.7,3.57,idle
SH-003,2026-09-24T17:54:00,20.83,51.1,3.77,offline
SH-008,2026-09-24T20:10:00,27.12,42.8,3.6,offline
SH-004,2026-09-24T19:35:00,23.35,59.5,3.53,offline
SH-003,2026-09-24T23:01:00,23.69,38.0,3.73,online
SH-010,2026-09-24T02:31:00,22.34,46.7,3.75,offline
SH-005,2026-09-24T21:09:00,22.99,44.7,3.8,offline
SH-001,2026-09-24T01:35:00,24.33,44.2,3.73,idle
SH-005,2026-09-24T11:24:00,19.57,44.1,3.76,idle
SH-005,2026-09-24T14:15:00,24.63,45.9,3.71,offline
SH-009,2026-09-24T08:35:00,17.88,51.8,3.64,offline
SH-008,2026-09-24T03:30:00,22.99,56.0,3.61,idle
SH-002,2026-09-24T04:36:00,22.54,45.0,3.56,online
SH-002,2026-09-24T19:47:00,20.15,51.5,3.42,idle
SH-007,2026-09-24T07:38:00,21.93,39.4,3.46,offline
SH-001,2026-09-24T07:26:00,20.13,51.1,3.56,online
SH-004,2026-09-24T22:09:00,18.78,38.9,3.64,offline
SH-002,2026-09-24T03:27:00,20.94,53.7,3.82,online
SH-001,2026-09-24T21:57:00,18.69,62.7,3.59,offline
SH-010,2026-09-24T22:06:00,22.97,44.0,3.75,idle
SH-001,2026-09-24T14:21:00,18.55,27.5,3.76,online
SH-001,2026-09-24T03:58:00,24.14,40.6,3.57,online
SH-010,2026-09-24T03:44:00,18.46,54.9,3.69,online
SH-002,2026-09-24T06:49:00,20.3,49.4,3.56,offline
SH-009,2026-09-24T13:51:00,20.13,47.0,3.8,idle
SH-001,2026-09-24T03:41:00,25.98,53.1,3.7,offline
SH-002,2026-09-24T10:56:00,22.99,48.9,3.42,online
SH-002,2026-09-24T02:46:00,21.36,54.7,3.62,offline
SH-008,2026-09-24T12:58:00,23.5,52.4,3.85,offline
SH-007,2026-09-24T00:30:00,15.68,57.2,3.57,online
SH-005,2026-09-24T17:01:00,21.87,47.9,3.67,idle
SH-003,2026-09-24T01:19:00,27.99,52.2,3.68,offline
SH-001,2026-09-24T04:40:00,22.4,42.5,3.44,online
SH-006,2026-09-24T04:11:00,22.2,40.2,3.68,online
SH-003,2026-09-24T19:56:00,23.64,58.7,3.39,offline
SH-006,2026-09-24T01:16:00,24.69,46.7,3.51,idle
SH-007,2026-09-24T10:18:00,16.01,51.4,3.76,online
SH-009,2026-09-24T14:11:00,16.95,46.0,3.65,offline
SH-005,2026-09-24T12:23:00,22.63,40.3,3.55,offline
SH-001,2026-09-24T16:20:00,19.86,45.1,3.67,online
SH-003,2026-09-24T19:16:00,25.94,56.5,3.59,online
SH-009,2026-09-24T09:26:00,21.05,49.4,3.6,online
SH-006,2026-09-24T19:52:00,16.2,31.3,3.7,offline
SH-007,2026-09-24T07:37:00,18.2,43.3,3.49,online
SH-005,2026-09-24T23:37:00,13.75,59.3,3.61,offline
SH-002,2026-09-24T12:06:00,21.3,43.3,3.55,idle
SH-009,2026-09-24T17:39:00,21.43,30.6,3.36,idle
SH-008,2026-09-24T21:00:00,20.73,60.1,3.46,offline
SH-010,2026-09-24T19:01:00,25.24,50.5,3.84,offline
SH-009,2026-09-24T20:25:00,25.6,44.4,3.66,online
SH-003,2026-09-24T12:52:00,21.49,42.0,3.4,online
SH-003,2026-09-24T01:02:00,15.6,53.7,3.37,online
SH-003,2026-09-24T11:50:00,23.85,40.7,3.58,offline
SH-010,2026-09-24T04:21:00,23.67,54.2,3.83,idle
SH-006,2026-09-24T21:20:00,22.93,49.3,3.57,online
SH-005,2026-09-24T05:40:00,24.94,47.0,3.8,online
SH-010,2026-09-24T05:28:00,18.51,46.2,3.65,idle
SH-007,2026-09-24T05:59:00,28.03,43.6,3.67,offline
SH-010,2026-09-24T15:25:00,19.12,53.4,3.4,idle
SH-010,2026-09-24T13:42:00,24.25,38.1,3.74,offline
SH-001,2026-09-24T22:46:00,16.94,32.0,3.55,offline
SH-004,2026-09-24T09:59:00,19.21,49.9,3.73,offline
SH-008,2026-09-24T06:46:00,26.55,50.0,3.48,idle
SH-009,2026-09-24T01:10:00,21.22,48.8,3.63,offline
SH-002,2026-09-24T00:10:00,24.52,48.3,3.65,offline
SH-004,2026-09-24T08:58:00,22.71,42.4,3.58,idle
SH-006,2026-09-24T22:13:00,21.69,51.3,3.66,idle
SH-008,2026-09-24T12:34:00,26.09,44.6,3.56,offline
SH-002,2026-09-24T21:26:00,21.29,41.1,3.5,idle
SH-007,2026-09-24T02:26:00,16.66,42.5,3.84,online
SH-003,2026-09-24T02:14:00,19.59,61.2,3.76,offline
SH-003,2026-09-24T20:00:00,23.65,31.1,3.49,online
SH-006,2026-09-24T02:33:00,23.19,49.0,3.69,offline
SH-005,2026-09-24T01:14:00,17.3,31.6,3.49,idle
SH-007,2026-09-24T09:41:00,19.83,44.1,3.42,idle
SH-004,2026-09-24T22:11:00,20.25,41.5,3.76,online
SH-009,2026-09-24T16:32:00,20.9,28.3,3.34,idle
SH-001,2026-09-24T02:22:00,17.87,48.1,3.74,offline
SH-009,2026-09-24T20:05:00,20.11,42.0,3.56,online
SH-001,2026-09-24T20:14:00,19.81,28.2,3.57,offline
SH-008,2026-09-24T19:13:00,24.31,51.7,3.66,offline
SH-004,2026-09-24T21:39:00,24.43,56.5,3.69,offline
SH-004,2026-09-24T05:45:00,21.56,56.9,3.48,idle
SH-001,2026-09-24T23:30:00,20.82,47.9,3.71,online
SH-008,2026-09-24T07:41:00,22.42,45.4,3.62,offline
SH-002,2026-09-24T19:14:00,19.55,55.6,3.41,idle
SH-007,2026-09-24T13:54:00,18.56,58.5,3.57,idle
SH-008,2026-09-24T18:42:00,19.18,54.1,3.81,offline
SH-009,2026-09-24T15:04:00,20.1,37.5,3.85,offline
SH-008,2026-09-24T15:25:00,18.51,46.6,3.71,online
SH-004,2026-09-24T14:47:00,22.49,48.5,3.42,offline
SH-008,2026-09-24T18:41:00,24.19,30.5,3.67,idle
SH-009,2026-09-24T17:44:00,17.24,48.8,3.73,offline
SH-004,2026-09-24T03:13:00,22.08,63.2,3.71,idle
SH-002,2026-09-24T19:49:00,21.34,50.1,3.72,offline
SH-009,2026-09-24T12:51:00,23.02,56.8,3.65,offline
SH-002,2026-09-24T07:45:00,21.96,46.5,3.59,offline
SH-006,2026-09-24T12:20:00,17.64,44.4,3.51,offline
SH-003,2026-09-24T23:12:00,18.21,48.1,3.32,idle
SH-002,2026-09-24T20:34:00,22.09,38.5,3.65,online
SH-008,2026-09-24T20:00:00,25.09,37.3,3.63,idle
SH-002,2026-09-24T11:06:00,15.36,55.1,3.68,idle
SH-007,2026-09-24T18:49:00,23.04,56.0,3.4,offline
SH-007,2026-09-24T09:14:00,25.57,37.1,3.7,idle
SH-001,2026-09-24T16:28:00,21.54,52.7,3.91,idle
SH-002,2026-09-24T15:20:00,23.65,44.3,3.61,online
SH-008,2026-09-24T05:59:00,19.89,47.7,3.59,offline
SH-006,2026-09-24T06:23:00,21.64,48.7,3.65,idle
SH-002,2026-09-24T01:28:00,17.14,53.0,3.9,online
SH-010,2026-09-24T03:21:00,14.97,45.7,3.45,online
SH-003,2026-09-24T10:24:00,24.83,56.3,3.63,offline
SH-001,2026-09-24T11:28:00,19.05,47.5,3.48,online
SH-010,2026-09-24T03:57:00,20.63,50.0,3.52,idle
SH-001,2026-09-24T10:00:00,17.84,38.3,3.59,idle
SH-006,2026-09-24T14:30:00,17.77,62.3,3.8,online
SH-010,2026-09-24T05:34:00,21.48,48.8,3.87,online
SH-006,2026-09-24T08:07:00,19.81,50.7,3.67,offline
SH-006,2026-09-24T08:49:00,23.13,32.1,3.54,idle
SH-004,2026-09-24T12:07:00,23.36,38.4,3.97,online
SH-002,2026-09-24T08:47:00,22.96,54.9,3.54,online
SH-006,2026-09-24T17:41:00,22.72,47.3,3.51,idle
SH-009,2026-09-24T07:51:00,26.73,29.7,3.33,offline
SH-001,2026-09-24T10:24:00,18.8,53.3,3.81,offline
SH-009,2026-09-24T09:06:00,21.84,40.6,3.75,online
SH-005,2026-09-24T04:23:00,25.4,56.3,3.96,offline
SH-006,2026-09-24T16:27:00,25.79,44.3,3.39,offline
SH-002,2026-09-24T05:39:00,17.73,46.6,3.82,online
SH-007,2026-09-24T07:07:00,21.06,54.4,3.61,online
SH-002,2026-09-24T19:01:00,26.07,37.8,3.72,offline
SH-003,2026-09-24T22:46:00,23.52,37.1,3.35,idle
SH-008,2026-09-24T16:06:00,22.59,43.4,3.82,offline
SH-001,2026-09-24T21:59:00,21.35,51.6,3.72,online
SH-005,2026-09-24T20:30:00,20.85,34.4,3.59,online
SH-006,2026-09-24T11:32:00,22.86,31.7,3.7,online
SH-002,2026-09-24T18:29:00,21.24,51.6,3.49,online
SH-003,2026-09-24T07:52:00,21.87,40.2,3.51,idle
SH-004,2026-09-24T11:03:00,22.24,41.9,3.53,online
SH-007,2026-09-24T12:51:00,19.97,30.1,3.32,offline
SH-010,2026-09-24T23:03:00,23.6,39.6,3.73,idle
SH-009,2026-09-24T20:21:00,30.74,44.9,3.78,offline
SH-002,2026-09-24T11:44:00,16.67,52.4,3.49,idle
SH-001,2026-09-24T15:39:00,22.97,38.8,3.65,online
SH-001,2026-09-24T04:51:00,19.72,58.3,3.56,idle
SH-006,2026-09-24T19:18:00,23.73,39.5,3.65,online
SH-002,2026-09-24T13:16:00,22.14,39.5,3.51,offline
SH-003,2026-09-24T12:47:00,24.29,57.3,3.47,offline
SH-009,2026-09-24T18:23:00,25.53,46.7,3.76,online
SH-009,2026-09-24T15:11:00,22.58,40.6,3.59,idle
SH-009,2026-09-24T01:44:00,25.4,43.8,3.9,idle
SH-003,2026-09-24T06:54:00,14.97,55.8,3.61,online
SH-007,2026-09-24T04:14:00,26.77,56.7,3.46,online
SH-007,2026-09-24T17:38:00,23.13,38.5,3.78,offline
SH-002,2026-09-24T00:50:00,25.23,44.7,3.69,online
SH-006,2026-09-24T04:51:00,18.34,45.7,3.71,idle
SH-006,2026-09-24T14:20:00,19.51,37.1,3.78,online
SH-004,2026-09-24T16:40:00,22.44,44.6,3.5,idle
SH-008,2026-09-24T12:04:00,21.95,45.0,3.58,online
SH-007,2026-09-24T20:39:00,22.85,54.1,3.57,idle
SH-006,2026-09-24T22:03:00,25.25,54.7,3.41,idle
SH-008,2026-09-24T03:10:00,16.7,42.4,3.56,idle
SH-008,2026-09-24T22:51:00,24.92,43.3,3.8,idle
SH-006,2026-09-24T14:44:00,22.02,50.3,3.64,online
SH-003,2026-09-24T15:16:00,21.39,40.3,3.4,idle
SH-008,2026-09-24T02:16:00,17.59,49.7,3.37,offline
SH-008,2026-09-24T14:55:00,23.51,44.3,3.85,idle
SH-010,2026-09-24T17:25:00,14.76,37.2,3.59,online
SH-002,2026-09-24T13:56:00,23.95,37.3,3.5,offline
SH-005,2026-09-24T02:01:00,17.52,56.6,3.56,offline
SH-010,2026-09-24T12:33:00,22.16,43.7,3.38,offline
SH-006,2026-09-24T22:27:00,21.64,58.1,3.81,offline
SH-010,2026-09-24T17:21:00,25.51,40.9,3.54,offline
SH-001,2026-09-24T03:17:00,21.46,47.3,3.81,offline
SH-001,2026-09-24T23:02:00,19.92,64.1,3.61,idle
SH-008,2026-09-24T23:00:00,20.48,36.5,3.81,online
SH-004,2026-09-24T04:03:00,25.82,29.8,3.64,idle
SH-006,2026-09-24T19:13:00,23.61,55.3,3.73,online
SH-005,2026-09-24T09:45:00,20.84,38.4,3.71,offline
SH-005,2026-09-24T14:14:00,21.29,44.8,3.69,idle
SH-010,2026-09-24T10:41:00,17.3,40.3,3.65,offline
SH-001,2026-09-24T18:46:00,23.17,47.1,3.57,idle
SH-008,2026-09-24T23:55:00,16.72,37.4,3.89,idle
SH-009,2026-09-24T19:04:00,24.26,43.6,3.46,offline
SH-007,2026-09-24T22:21:00,22.39,48.6,3.6,idle
SH-004,2026-09-24T22:42:00,29.16,36.9,3.6,idle
SH-002,2026-09-24T02:09:00,18.7,39.4,3.66,idle
SH-007,2026-09-24T06:04:00,21.69,42.2,3.54,offline
SH-005,2026-09-24T17:19:00,27.39,33.6,3.65,offline
SH-002,2026-09-24T14:09:00,25.57,41.6,3.57,online
SH-004,2026-09-24T01:12:00,19.91,46.0,3.36,idle
SH-010,2026-09-24T02:16:00,22.67,41.8,3.6,idle
SH-003,2026-09-24T12:29:00,22.01,42.8,3.43,idle
SH-002,2026-09-24T14:47:00,22.85,44.8,3.34,online
SH-007,2026-09-24T04:01:00,19.9,39.8,3.62,offline
SH-002,2026-09-24T04:06:00,21.73,50.5,3.67,offline
SH-010,2026-09-24T03:06:00,17.21,56.5,3.68,online
SH-009,2026-09-24T13:33:00,22.41,41.3,3.69,online
SH-010,2026-09-24T00:11:00,23.35,48.9,3.31,idle
SH-010,2026-09-24T13:44:00,21.32,43.1,3.4,online
SH-003,2026-09-24T11:25:00,17.15,47.9,3.9,offline
SH-003,2026-09-24T11:11:00,24.97,57.5,3.44,offline
SH-004,2026-09-24T16:18:00,23.09,49.1,3.69,offline
SH-005,2026-09-24T12:32:00,19.82,30.8,3.5,idle
SH-009,2026-09-24T17:27:00,21.16,48.6,3.61,offline
SH-008,2026-09-24T18:20:00,17.5,54.9,3.51,online
SH-007,2026-09-24T22:04:00,18.92,43.2,3.68,online
SH-009,2026-09-24T19:10:00,20.39,53.0,3.62,online
SH-007,2026-09-24T12:25:00,25.69,39.5,3.53,offline
SH-004,2026-09-24T11:48:00,20.08,33.1,3.44,idle
SH-005,2026-09-24T05:39:00,23.92,46.1,3.64,online
SH-006,2026-09-24T14:23:00,20.39,30.9,3.42,online
SH-001,2026-09-24T03:20:00,22.74,43.1,3.66,idle
SH-008,2026-09-24T22:20:00,21.58,55.3,3.99,online
SH-007,2026-09-24T20:16:00,24.62,29.7,3.8,idle
SH-008,2026-09-24T02:52:00,20.4,34.8,3.71,idle
SH-006,2026-09-24T18:51:00,17.28,36.7,3.59,online
SH-008,2026-09-24T02:48:00,17.85,44.5,3.31,online
SH-010,2026-09-24T17:18:00,20.4,42.1,3.4,idle
SH-006,2026-09-24T02:06:00,18.25,56.2,3.79,idle
SH-005,2026-09-24T11:42:00,23.23,52.6,3.48,online
SH-002,2026-09-24T15:47:00,20.6,49.0,3.5,idle
SH-008,2026-09-24T17:29:00,29.12,46.2,3.58,idle
SH-010,2026-09-24T10:02:00,16.79,48.1,3.44,online
SH-007,2026-09-24T22:07:00,22.61,38.1,3.42,idle
SH-009,2026-09-24T18:35:00,18.62,51.9,3.59,online
SH-009,2026-09-24T04:59:00,20.52,36.1,3.47,online
SH-008,2026-09-24T16:06:00,22.42,51.7,3.49,online
SH-006,2026-09-24T17:31:00,15.02,54.5,3.48,online
SH-001,2026-09-24T08:00:00,22.71,46.7,3.68,online
SH-001,2026-09-24T17:43:00,27.71,43.6,3.57,offline
SH-003,2026-09-24T21:33:00,20.64,48.2,3.57,online
SH-005,2026-09-24T19:36:00,22.78,22.1,3.69,offline
SH-008,2026-09-24T18:18:00,25.07,47.4,3.58,offline
SH-005,2026-09-24T15:13:00,21.51,44.1,3.56,offline
SH-001,2026-09-24T06:29:00,20.26,44.6,3.67,offline
SH-003,2026-09-24T19:05:00,15.17,50.7,3.7,online
SH-010,2026-09-24T08:44:00,23.92,44.4,3.58,idle
SH-010,2026-09-24T12:46:00,21.66,35.9,3.61,offline
SH-004,2026-09-24T07:32:00,18.96,43.9,3.48,idle
SH-009,2026-09-24T07:30:00,22.38,45.5,3.47,online
SH-008,2026-09-24T03:46:00,20.25,45.9,3.72,idle
SH-010,2026-09-24T23:04:00,20.41,46.3,3.67,offline
SH-009,2026-09-24T03:32:00,23.82,53.3,3.67,offline
SH-007,2026-09-24T02:04:00,17.98,36.3,3.64,idle
SH-004,2026-09-24T22:28:00,25.14,46.4,3.61,online
SH-007,2026-09-24T13:19:00,17.81,55.3,3.7,online
SH-004,2026-09-24T10:30:00,20.01,31.1,3.74,online
SH-004,2026-09-24T17:41:00,27.77,46.4,3.74,idle
SH-007,2026-09-24T09:11:00,25.38,40.3,3.58,online
SH-006,2026-09-24T03:04:00,22.29,42.0,3.81,idle
SH-006,2026-09-24T17:30:00,19.18,37.8,3.63,online
SH-004,2026-09-24T04:13:00,20.41,43.6,3.69,online
SH-005,2026-09-24T13:16:00,22.22,59.7,3.64,online
SH-001,2026-09-24T22:46:00,22.11,34.9,3.64,online
SH-007,2026-09-24T22:28:00,21.73,35.6,3.49,offline
SH-006,2026-09-24T08:39:00,21.91,34.6,3.71,offline
SH-010,2026-09-24T18:43:00,21.36,58.8,4.03,offline
SH-006,2026-09-24T14:42:00,17.67,41.3,3.54,idle
SH-005,2026-09-24T11:30:00,20.45,44.8,3.61,online
SH-001,2026-09-24T03:21:00,24.74,41.8,3.53,offline
SH-002,2026-09-24T09:01:00,17.89,37.4,3.53,idle
SH-004,2026-09-24T15:38:00,21.43,43.1,3.83,offline
SH-004,2026-09-24T23:40:00,19.54,64.7,3.5,idle
SH-004,2026-09-24T00:07:00,22.33,56.1,3.53,idle
SH-004,2026-09-24T17:13:00,20.83,38.2,3.36,idle
SH-008,2026-09-24T20:18:00,26.43,50.2,3.49,online
SH-002,2026-09-24T22:49:00,23.52,38.3,3.34,idle
SH-004,2026-09-24T10:10:00,18.06,30.8,3.69,offline
SH-002,2026-09-24T02:50:00,24.01,53.2,4.02,online
SH-004,2026-09-24T06:30:00,19.68,54.3,3.54,online
SH-007,2026-09-24T20:24:00,20.27,53.4,3.35,offline
SH-001,2026-09-24T21:04:00,22.94,41.2,3.73,idle
SH-004,2026-09-24T15:17:00,20.52,43.7,3.49,offline
SH-001,2026-09-24T02:56:00,24.68,51.0,3.79,idle
SH-010,2026-09-24T02:55:00,19.68,48.1,3.56,idle
SH-008,2026-09-24T11:28:00,20.14,41.9,3.51,offline
SH-003,2026-09-24T14:07:00,20.03,32.0,3.57,idle
SH-002,2026-09-24T00:46:00,20.3,45.9,3.71,online
SH-001,2026-09-24T16:27:00,25.3,53.6,3.57,idle
SH-005,2026-09-24T13:04:00,23.89,35.4,3.53,online
SH-008,2026-09-24T00:17:00,27.13,50.1,3.57,idle
SH-006,2026-09-24T02:17:00,28.8,47.7,3.41,offline
SH-009,2026-09-24T10:54:00,18.91,51.0,3.66,online
SH-004,2026-09-24T17:20:00,22.21,52.0,3.33,offline
SH-003,2026-09-24T19:48:00,18.47,39.4,3.53,idle
SH-005,2026-09-24T10:21:00,19.67,32.1,3.71,online
SH-003,2026-09-24T07:05:00,20.11,40.7,3.65,online
SH-010,2026-09-24T23:14:00,18.83,52.1,3.69,offline
SH-002,2026-09-24T11:00:00,18.84,40.7,3.59,offline
SH-005,2026-09-24T07:34:00,21.57,39.4,3.78,offline
SH-006,2026-09-24T10:36:00,18.35,30.4,3.74,idle
SH-001,2026-09-24T00:17:00,24.53,59.0,3.67,idle
SH-005,2026-09-24T07:14:00,19.25,51.6,3.74,idle
SH-005,2026-09-24T12:22:00,30.43,51.2,3.71,idle
SH-003,2026-09-24T22:02:00,20.65,52.7,3.53,online
SH-002,2026-09-24T17:43:00,22.22,49.6,3.4,online
SH-001,2026-09-24T18:45:00,18.11,43.0,3.66,offline
SH-001,2026-09-24T13:04:00,27.12,43.7,3.68,idle
SH-005,2026-09-24T02:39:00,25.36,41.6,3.76,online
SH-001,2026-09-24T09:22:00,22.89,66.1,3.46,offline
SH-010,2026-09-24T23:55:00,17.96,49.4,3.46,online
SH-003,2026-09-24T01:03:00,22.63,41.3,3.67,idle
SH-007,2026-09-24T21:06:00,18.64,48.7,3.59,online
SH-007,2026-09-24T16:25:00,26.39,36.9,3.32,idle
SH-005,2026-09-24T06:48:00,24.43,57.0,3.66,idle
SH-009,2026-09-24T18:40:00,22.29,39.7,3.32,offline
SH-002,2026-09-24T20:05:00,14.69,49.0,3.46,offline
SH-003,2026-09-24T01:02:00,19.05,53.5,3.8,offline
SH-003,2026-09-24T02:33:00,24.06,48.1,3.87,online
SH-002,2026-09-24T15:58:00,25.64,45.8,3.42,online
SH-003,2026-09-24T23:58:00,25.33,45.1,3.55,offline
SH-004,2026-09-24T00:34:00,17.22,44.5,3.61,offline
SH-008,2026-09-24T15:58:00,22.9,40.4,3.87,online
SH-004,2026-09-24T03:16:00,25.05,41.4,3.53,online
SH-009,2026-09-24T15:36:00,17.02,56.8,3.53,idle
SH-008,2026-09-24T14:57:00,21.98,44.1,3.83,online
SH-010,2026-09-24T02:10:00,22.82,38.7,3.54,online
SH-002,2026-09-24T16:20:00,21.1,40.9,3.71,offline
SH-010,2026-09-24T21:31:00,16.44,53.8,3.38,idle
SH-007,2026-09-24T20:43:00,21.02,50.4,3.57,online
SH-010,2026-09-24T00:41:00,21.02,49.5,3.35,idle
SH-004,2026-09-24T05:54:00,21.56,42.9,3.44,idle
SH-010,2026-09-24T05:46:00,20.31,49.6,3.73,idle
SH-006,2026-09-24T10:52:00,20.67,39.9,3.59,offline
SH-001,2026-09-24T03:25:00,21.88,42.9,3.55,online
SH-005,2026-09-24T20:30:00,23.33,52.8,3.49,idle
SH-002,2026-09-24T18:38:00,21.09,52.0,3.57,offline
SH-010,2026-09-24T19:24:00,20.77,37.1,3.65,idle
SH-004,2026-09-24T04:45:00,22.28,38.2,3.75,offline
SH-003,2026-09-24T00:20:00,16.24,45.9,3.21,idle
SH-006,2026-09-24T21:51:00,23.43,58.8,3.48,idle
SH-005,2026-09-24T06:56:00,22.0,29.7,3.62,offline
SH-001,2026-09-24T15:45:00,22.12,47.2,3.59,idle
SH-009,2026-09-24T21:49:00,24.88,34.0,3.66,offline
SH-009,2026-09-24T00:52:00,16.14,39.9,3.64,offline
SH-008,2026-09-24T00:07:00,16.08,42.1,3.55,offline
SH-007,2026-09-24T00:07:00,22.82,41.6,3.52,online
SH-005,2026-09-24T03:45:00,21.98,40.7,3.56,idle
SH-006,2026-09-24T01:14:00,22.51,45.1,3.77,offline
SH-006,2026-09-24T19:40:00,20.61,40.7,3.49,idle
SH-002,2026-09-24T14:32:00,23.99,33.3,3.59,online
SH-001,2026-09-24T23:31:00,24.8,51.2,3.63,online
SH-003,2026-09-24T19:14:00,23.45,51.0,3.83,offline
SH-005,2026-09-24T23:06:00,21.22,51.7,3.55,online
